Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM CEI ATTILA DE ALMEIDA MIRANDA,32052103,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA NOSSA SENHORA DA CONSOLACAO, 176 VILA RICA. 29301-500 Cachoeiro de Itapemirim - ES.",(28) 35224647,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.8423045,-41.12856382
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM AGOSTINHO SIMONATO,32052189,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCISCO RODRIGUES ALMAGO, 01 JARDIM AMERICA. 29310-775 Cachoeiro de Itapemirim - ES.",(28) 35215030,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.84987253,-41.14631918
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM BERNARDINO MONTEIRO,32052235,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCISCO MARTINS, 41 AMARELO. 29304-615 Cachoeiro de Itapemirim - ES.",(28) 35229751,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.8595481,-41.1180524
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CAROLINA PASSOS GAIGHER,32052243,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE REBELLO, 96 PREDIO. IBITIQUARA. 29307-178 Cachoeiro de Itapemirim - ES.",(28) 35228924,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-20.84480421,-41.10885943
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI FRANCISCO COELHO AVILA JUNIOR,32052308,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEDRO SILVAN, 01 CORONEL BORGES. 29306-240 Cachoeiro de Itapemirim - ES.",(28) 35224197,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.85340404,-41.09369801
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM FRATERNIDADE E LUZ,32052316,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO SANTANA, 02 PRINCIPAL. SUMARE. 29304-540 Cachoeiro de Itapemirim - ES.",(28) 30282628,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-20.85419856,-41.11223526
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSORA INAH WERNECK,32052340,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARIRI, 81 AQUIDABAN. 29308-210 Cachoeiro de Itapemirim - ES.",(28) 35227368,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.8415364,-41.1169186
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM LIONS SEBASTIAO PAIVA VIDAURRE,32052405,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA ADRIAO COELHO FILHO, 18 DR LUIZ TINOCO DA FONSECA. 29313-280 Cachoeiro de Itapemirim - ES.",(28) 35214694,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.8324401,-41.1561586
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM NEWTRO FERREIRA DE ALMEIDA,32052499,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AGUILAR FERREIRA ATHAYDE, 83 MONTE BELO. 29314-775 Cachoeiro de Itapemirim - ES.",(28) 35180784,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-20.87553298,-41.10454487
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PRESIDENTE GETULIO VARGAS,32052529,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO FRANKLIN MACHADO, 40 ABELARDO FERREIRA MACHADO. 29309-274 Cachoeiro de Itapemirim - ES.",(28) 35222004,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.8419193,-41.1144427
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF CLAUDIONOR RIBEIRO,32052545,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BERNARDO DE ALMEIDA, 72 MARIA ORTIZ. 29301-540 Cachoeiro de Itapemirim - ES.",(28) 35220395,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.84268949,-41.12630747
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF HOSANA SALLES,32052618,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HUMBERTO TIRELLO, 83 AEROPORTO. 29314-110 Cachoeiro de Itapemirim - ES.",(28) 35177045,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.8313409,-41.1760536
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM QUINTILIANO DE AZEVEDO,32052634,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAMUEL DUARTE, 02 SANTO ANTONIO. 29300-550 Cachoeiro de Itapemirim - ES.",(28) 35226520,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.8463483,-41.12578
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF SANTA CECILIA,32052650,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CABO TAVEIRA, 02 SANTA CECILIA. 29307-530 Cachoeiro de Itapemirim - ES.",(28) 30288844,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-20.8408989,-41.1092388
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM WILSON RESENDE,32052693,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRACA JOSE GAVA, SN BURARAMA. 29327-000 Cachoeiro de Itapemirim - ES.",(28) 35393051,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.6806538,-41.3473509
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI LICEU MUNIZ FREIRE,32052731,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MOREIRA, 171 INDEPENDENCIA. 29306-320 Cachoeiro de Itapemirim - ES.",(28) 35224881,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.8530326,-41.1063251
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF PETRONILHA VIDIGAL,32052847,ES,Cachoeiro de Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BRAZ VIVACQUA, 40 ITAOCA. 29325-000 Cachoeiro de Itapemirim - ES.",(28) 35391355,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.728055,-41.13268167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ZACHEU MOREIRA DA FRAGA,32053860,ES,Cachoeiro de Itapemirim,Rural,A escola não está em área de localização diferenciada,Pública,"RUA JOELMAR DAROS, SN PREDIO. ZONA RURAL. 29321-000 Cachoeiro de Itapemirim - ES.",(28) 999305666,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.7633816,-41.0595082
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JOAO BLEY,32054092,ES,Castelo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA OTTO VIEIRA MACHADO, Nº 150 BAIRRO SAO MIGUEL. 29360-000 Castelo - ES.",(28) 35421413,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.6104901,-41.2028224
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEET EMILIO NEMER,32054343,ES,Castelo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BERNARDINO MONTEIRO, 126 CENTRO. CENTRO. 29360-000 Castelo - ES.",(28) 35425417,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Profissional,,-20.6030335,-41.2051555
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JERONIMO MONTEIRO,32055510,ES,Jerônimo Monteiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DANIEL COMBONI, 200 CENTRO. 29550-000 Jerônimo Monteiro - ES.",(28) 35581969,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.7907466,-41.3946291
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI ANTONIO ACHA,32055820,ES,Mimoso do Sul,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAQUIM LEITE GUIMARAES, SN SANTA TEREZINHA. 29400-000 Mimoso do Sul - ES.",(28) 99087772,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-21.0644792,-41.3681327
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MONSENHOR ELIAS TOMASI,32055838,ES,Mimoso do Sul,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA DEP EVALDO RIBEIRO CASTRO, SN CENTRO. 29400-000 Mimoso do Sul - ES.",(28) 988140980,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-21.0597569,-41.3581031
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MARCONDES DE SOUZA,32057474,ES,Muqui,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CIRO DUARTE, 91 AVENIDA GETULIO VARGAS. 29480-000 Muqui - ES.",(28) 35541111,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.9591383,-41.3390219
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI SENADOR DIRCEU CARDOSO,32057504,ES,Muqui,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EDUARDO CARLOS CABRAL, SN ESCOLA. SAO PEDRO. 29480-000 Muqui - ES.",(28) 35542562,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.946975,-41.3363756
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MERCES GARCIA VIEIRA,32058268,ES,São José do Calçado,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA RUI BARBOSA, 146 PREDIO. CENTRO. 29470-000 São José do Calçado - ES.",(28) 35561249,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-21.0250382,-41.6564974
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PRESIDENTE LUEBKE,32058918,ES,Vargem Alta,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA ALBERTO DO CARMO, 70 CENTRO. 29295-000 Vargem Alta - ES.",(28) 35281318,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.6723343,-41.0108486
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM AGOSTINHO AGRIZZI,32059310,ES,Vargem Alta,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA PADRE OLIVIO, SNº JACIGUA. 29297-000 Vargem Alta - ES.",(28) 99179954,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.7031778,-41.0158501
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM DOMINGOS JOSE MARTINS,32059850,ES,Marataízes,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SIMAO SOARES, SN BARRA DE ITAPEMIRIM. 29345-000 Marataízes - ES.",,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-21.02000667,-40.814055
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM PROF JOSE VEIGA DA SILVA,32059868,ES,Marataízes,Rural,A escola não está em área de localização diferenciada,Pública,"RUA PAULO ROCHA, SN JACARANDA. 29345-000 Marataízes - ES.",(28) 999646949,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-21.05656881,-40.85827053
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF GRAUNA,32059876,ES,Itapemirim,Rural,Área remanescente de quilombos,Pública,"RODOVIA SAFRA X MARATAIZES KM 25, SN GRAUNA. 29330-000 Itapemirim - ES.",(28) 992542113,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-21.03306893,-40.91235746
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM LEOPOLDINO ROCHA,32059906,ES,Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MAURICIO DE SOUZA SILVA, SN ITAIPAVA. 29330-000 Itapemirim - ES.",(28) 999865260,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.89109444,-40.78265332
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI WASHINGTON PINHEIRO MEIRELLES,32059965,ES,Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA CRISTIANO DIAS LOPES, SN CENTRO. 29330-000 Itapemirim - ES.",(28) 35296685,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-21.0100506,-40.8281957
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ANTONIO JACQUES SOARES,32060696,ES,Itapemirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRINCIPAL, SN GARRAFAO. 29330-000 Itapemirim - ES.",(28) 992578356,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.99013575,-41.0033133
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PRESIDENTE KENNEDY,32060920,ES,Presidente Kennedy,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL LUCIO GOMES, 20 CENTRO. CENTRO. 29350-000 Presidente Kennedy - ES.",(28) 35351460,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-21.10184432,-41.04508566
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSORA MARIA DA PAZ PIMENTEL,32061943,ES,Fundão,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO ARCARI, SN ESCOLA. CENTRO. 29188-000 Fundão - ES.",(27) 32771127,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.0016775,-40.4104581
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM PROFESSOR AGENOR RORIS,32062648,ES,Vila Velha,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA JOAO MENDES, SN ITAPARICA. 29105-200 Vila Velha - ES.",(27) 30206222,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.3716777,-40.3084554
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM VALDICIO BARBOSA DOS SANTOS,32062710,ES,Conceição da Barra,Rural,Área de assentamento,Pública,"ASSENTAMENTO VALDICIO BARBOSA DOS SANTOS, SN ZONA RURAL. 29965-000 Conceição da Barra - ES.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.2896607,-39.8718243
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ELZA LEMOS ANDREATTA,32063199,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AMADEUS MUNIZ CORREA, 80 ILHA DAS CAIEIRAS. 29032-120 Vitória - ES.",(27) 33237212,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.2765856,-40.3353965
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM AUGUSTO RUSCHI,32065027,ES,Viana,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GOIAS, SN UNIVERSAL. 29134-439 Viana - ES.",(27) 33445036,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-20.360265,-40.4461417
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI EWERTON MONTENEGRO GUIMARAES,32065043,ES,Viana,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA AMAZONAS, SN ARLINDO VILLASCHI. 29136-308 Viana - ES.",(27) 33440817,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-20.3668796,-40.4177624
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM IRMA DULCE LOPES PONTE,32065051,ES,Viana,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ESPIRITO SANTO, SN MARCILIO DE NORONHA. 29135-508 Viana - ES.",(27) 988606759,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-20.347486,-40.4243298
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM FRANCISCA PEIXOTO MIGUEL,32065264,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ACUCENA, SN SERRA DOURADA II. 29171-217 Serra - ES.",(27) 33417668,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.1377916,-40.2482176
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF MARIA OLINDA DE OLIVEIRA MENEZES,32065370,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ARABIAS, SN CIDADE CONTINENTAL SETOR AFRICA. 29163-480 Serra - ES.",(27) 93237000,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.22064055,-40.22764362
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ZUMBI DOS PALMARES - SERRA,32066333,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA HONOLULU, SN CIDADE CONTINENTAL SETOR OCEANIA. 29163-453 Serra - ES.",(27) 30512100,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.2133609,-40.2186142
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ASSENTAMENTO OURO VERDE,32069758,ES,Nova Venécia,Rural,Área de assentamento,Pública,"CORREGO CELESTINO, SN ZONA RURAL. 29830-000 Nova Venécia - ES.",(27) 99783730,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.4586968,-40.4837233
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF FRANCISCO ALVES MENDES,32070853,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA HO SHI MIN, SN CIDADE CONTINENTAL SET ASIA. 29163-611 Serra - ES.",(27) 33181167,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.2220673,-40.2247009
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MISAEL PINTO NETTO,32073330,ES,Aracruz,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GENERAL ARISTIDES GUARANA, 38 ESCOLA. CENTRO. 29190-050 Aracruz - ES.",(27) 32566270,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.820705,-40.27461
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM NEA SALLES NUNES PEREIRA,32073445,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ONZE, SN MARACANA. 29142-859 Cariacica - ES.",(27) 32261441,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-20.3585389,-40.3733934
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEPEF MARIA OLINDA DE MENEZES,32073704,ES,Pinheiros,Rural,Área de assentamento,Pública,"ASSENTAMENTO OLINDA I, SN AREA RURAL. SAO JOAO DO SOBRADO. 29980-000 Pinheiros - ES.",,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.3549428,-40.3990525
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SATURNINO RIBEIRO DOS SANTOS,32073712,ES,Pinheiros,Rural,Área de assentamento,Pública,"RUA ASSENTAMENTO OLINDA II, SN ZONA RURAL. 29980-000 Pinheiros - ES.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.3425818,-40.3815979
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ANTONIO JOSE PEIXOTO MIGUEL,32074425,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BELO HORIZONTE, SN PRAIAMAR. 29182-295 Serra - ES.",(27) 32532847,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.0570696,-40.204429
